Nam,Vung,Nhiet_do_Trung_binh (Celsius),Nhiet_do_Trung_binh_Cao_nhat (Celsius),Nhiet_do_Trung_binh_Thap_nhat (Celsius),Do am Tuong doi (%),Tong Luong mua (mm),LoaiCayTrong,Sanluong (nghin tan),Dientich (nghin ha),Temp_Range,Yield (tan/ha)
1998,Ba Ria-Vung Tau,27.45,30.51,25.42,81.42,2002.05,Lua dong xuan,15.8,4.4,5.09,3.5900931606453077
1998,Ba Ria-Vung Tau,27.45,30.51,25.42,81.42,2002.05,Lua he thu,12.2,4.4,5.09,2.772097250624858
1998,Ba Ria-Vung Tau,27.45,30.51,25.42,81.42,2002.05,Lua mi,0.0,0.0,5.09,0.0
1998,Ba Ria-Vung Tau,27.45,30.51,25.42,81.42,2002.05,Lua mua,42.2,13.7,5.09,3.0800671483833297
1998,Ba Ria-Vung Tau,27.45,30.51,25.42,81.42,2002.05,Ngo,56.4,16.5,5.09,3.417974668201927
1998,Ba Ria-Vung Tau,27.45,30.51,25.42,81.42,2002.05,San,71.7,4.5,5.09,15.929793379249055
1999,Ba Ria-Vung Tau,26.59,29.49,24.61,84.0,2314.7,Khoai,3.5,0.8,4.879999999999999,4.369538077403246
1999,Ba Ria-Vung Tau,26.59,29.49,24.61,84.0,2314.7,Lua dong xuan,16.7,4.5,4.879999999999999,3.710286602977116
1999,Ba Ria-Vung Tau,26.59,29.49,24.61,84.0,2314.7,Lua he thu,16.0,5.3,4.879999999999999,3.0182984342576873
1999,Ba Ria-Vung Tau,26.59,29.49,24.61,84.0,2314.7,Lua mi,0.0,0.0,4.879999999999999,0.0
1999,Ba Ria-Vung Tau,26.59,29.49,24.61,84.0,2314.7,Lua mua,37.2,15.8,4.879999999999999,2.3542813745965447
1999,Ba Ria-Vung Tau,26.59,29.49,24.61,84.0,2314.7,Ngo,56.4,17.2,4.879999999999999,3.2788791349340154
1999,Ba Ria-Vung Tau,26.59,29.49,24.61,84.0,2314.7,San,53.8,3.6,4.879999999999999,14.940294362677035
2000,Ba Ria-Vung Tau,26.7,29.63,24.7,83.54,2184.46,Khoai,5.9,1.3,4.93,4.534973097617217
2000,Ba Ria-Vung Tau,26.7,29.63,24.7,83.54,2184.46,Lua dong xuan,17.8,4.8,4.93,3.707560924807332
2000,Ba Ria-Vung Tau,26.7,29.63,24.7,83.54,2184.46,Lua he thu,17.9,5.8,4.93,3.0856748836407517
2000,Ba Ria-Vung Tau,26.7,29.63,24.7,83.54,2184.46,Lua mi,0.0,0.0,4.93,0.0
2000,Ba Ria-Vung Tau,26.7,29.63,24.7,83.54,2184.46,Lua mua,44.2,16.2,4.93,2.728226652675761
2000,Ba Ria-Vung Tau,26.7,29.63,24.7,83.54,2184.46,Ngo,68.2,19.3,4.93,3.533495673799285
2000,Ba Ria-Vung Tau,26.7,29.63,24.7,83.54,2184.46,San,53.0,3.7,4.93,14.3204539313699
2001,Ba Ria-Vung Tau,26.94,29.96,24.9,82.49,1898.82,Khoai,2.5,0.6,5.060000000000002,4.159733777038269
2001,Ba Ria-Vung Tau,26.94,29.96,24.9,82.49,1898.82,Lua dong xuan,17.7,4.7,5.060000000000002,3.765156349712827
2001,Ba Ria-Vung Tau,26.94,29.96,24.9,82.49,1898.82,Lua he thu,18.7,6.2,5.060000000000002,3.015642638284148
2001,Ba Ria-Vung Tau,26.94,29.96,24.9,82.49,1898.82,Lua mi,0.0,0.0,5.060000000000002,0.0
2001,Ba Ria-Vung Tau,26.94,29.96,24.9,82.49,1898.82,Lua mua,46.3,16.6,5.060000000000002,2.788988615143666
2001,Ba Ria-Vung Tau,26.94,29.96,24.9,82.49,1898.82,Ngo,66.7,19.0,5.060000000000002,3.5103415609704753
2001,Ba Ria-Vung Tau,26.94,29.96,24.9,82.49,1898.82,San,111.8,6.9,5.060000000000002,16.20055064483408
2002,Ba Ria-Vung Tau,27.2,30.43,25.06,79.51,1746.84,Khoai,1.7,0.6,5.370000000000001,2.8286189683860234
2002,Ba Ria-Vung Tau,27.2,30.43,25.06,79.51,1746.84,Lua dong xuan,15.0,4.7,5.370000000000001,3.190810465858328
2002,Ba Ria-Vung Tau,27.2,30.43,25.06,79.51,1746.84,Lua he thu,15.5,5.6,5.370000000000001,2.767362970898054
2002,Ba Ria-Vung Tau,27.2,30.43,25.06,79.51,1746.84,Lua mi,0.0,7.11e-15,5.370000000000001,0.0
2002,Ba Ria-Vung Tau,27.2,30.43,25.06,79.51,1746.84,Lua mua,41.0,14.9,5.370000000000001,2.751493188376619
2002,Ba Ria-Vung Tau,27.2,30.43,25.06,79.51,1746.84,Ngo,67.5,18.4,5.370000000000001,3.6682788978859846
2002,Ba Ria-Vung Tau,27.2,30.43,25.06,79.51,1746.84,San,83.5,5.2,5.370000000000001,16.054604883676216
2003,Ba Ria-Vung Tau,26.96,30.0,24.92,80.91,2078.21,Khoai,1.7,0.5,5.079999999999998,3.3932135728542914
2003,Ba Ria-Vung Tau,26.96,30.0,24.92,80.91,2078.21,Lua dong xuan,11.7,3.3,5.079999999999998,3.5443804907603758
2003,Ba Ria-Vung Tau,26.96,30.0,24.92,80.91,2078.21,Lua he thu,16.3,5.7,5.079999999999998,2.859147517979302
2003,Ba Ria-Vung Tau,26.96,30.0,24.92,80.91,2078.21,Lua mi,0.0,0.0,5.079999999999998,0.0
2003,Ba Ria-Vung Tau,26.96,30.0,24.92,80.91,2078.21,Lua mua,44.7,15.5,5.079999999999998,2.8836849235533193
2003,Ba Ria-Vung Tau,26.96,30.0,24.92,80.91,2078.21,Ngo,68.2,18.4,5.079999999999998,3.706320308678876
2003,Ba Ria-Vung Tau,26.96,30.0,24.92,80.91,2078.21,San,137.2,7.2,5.079999999999998,19.052909318150256
2004,Ba Ria-Vung Tau,26.9,30.0,24.75,79.99,1680.61,Khoai,2.3,0.6,5.25,3.826955074875208
2004,Ba Ria-Vung Tau,26.9,30.0,24.75,79.99,1680.61,Lua dong xuan,17.1,4.5,5.25,3.799155743168185
2004,Ba Ria-Vung Tau,26.9,30.0,24.75,79.99,1680.61,Lua he thu,17.9,5.6,5.25,3.1958578825209782
2004,Ba Ria-Vung Tau,26.9,30.0,24.75,79.99,1680.61,Lua mi,0.0,0.0,5.25,0.0
2004,Ba Ria-Vung Tau,26.9,30.0,24.75,79.99,1680.61,Lua mua,39.1,14.3,5.25,2.734074540241941
2004,Ba Ria-Vung Tau,26.9,30.0,24.75,79.99,1680.61,Ngo,72.2,18.5,5.25,3.9024917572023132
2004,Ba Ria-Vung Tau,26.9,30.0,24.75,79.99,1680.61,San,135.7,7.4,5.25,18.3353600864748
2005,Ba Ria-Vung Tau,26.81,29.78,24.79,81.5,2029.24,Khoai,1.6,0.5,4.990000000000002,3.193612774451098
2005,Ba Ria-Vung Tau,26.81,29.78,24.79,81.5,2029.24,Lua dong xuan,9.4,2.4,4.990000000000002,3.915035401915868
2005,Ba Ria-Vung Tau,26.81,29.78,24.79,81.5,2029.24,Lua he thu,17.9,5.4,4.990000000000002,3.3142010738752083
2005,Ba Ria-Vung Tau,26.81,29.78,24.79,81.5,2029.24,Lua mi,0.0,0.0,4.990000000000002,0.0
2005,Ba Ria-Vung Tau,26.81,29.78,24.79,81.5,2029.24,Lua mua,43.1,13.5,4.990000000000002,3.192356121768758
2005,Ba Ria-Vung Tau,26.81,29.78,24.79,81.5,2029.24,Ngo,74.3,18.4,4.990000000000002,4.037824031302646
2005,Ba Ria-Vung Tau,26.81,29.78,24.79,81.5,2029.24,San,144.0,7.8,4.990000000000002,18.459171901038328
2006,Ba Ria-Vung Tau,27.0,30.04,24.93,81.21,2012.79,Khoai,1.0,0.3,5.109999999999999,3.3222591362126246
2006,Ba Ria-Vung Tau,27.0,30.04,24.93,81.21,2012.79,Lua dong xuan,18.2,4.5,5.109999999999999,4.043545878693624
2006,Ba Ria-Vung Tau,27.0,30.04,24.93,81.21,2012.79,Lua he thu,19.2,5.8,5.109999999999999,3.309774176866058
2006,Ba Ria-Vung Tau,27.0,30.04,24.93,81.21,2012.79,Lua mi,0.0,0.0,5.109999999999999,0.0
2006,Ba Ria-Vung Tau,27.0,30.04,24.93,81.21,2012.79,Lua mua,37.0,13.1,5.109999999999999,2.824211892221968
2006,Ba Ria-Vung Tau,27.0,30.04,24.93,81.21,2012.79,Ngo,78.1,19.0,5.109999999999999,4.110309983685069
2006,Ba Ria-Vung Tau,27.0,30.04,24.93,81.21,2012.79,San,150.2,7.2,5.109999999999999,20.858214136925426
2007,Ba Ria-Vung Tau,26.83,29.87,24.79,81.81,2437.97,Khoai,1.0,0.3,5.080000000000002,3.3222591362126246
2007,Ba Ria-Vung Tau,26.83,29.87,24.79,81.81,2437.97,Lua dong xuan,19.4,4.6,5.080000000000002,4.216474679417518
2007,Ba Ria-Vung Tau,26.83,29.87,24.79,81.81,2437.97,Lua he thu,16.6,5.1,5.080000000000002,3.2542638698294453
2007,Ba Ria-Vung Tau,26.83,29.87,24.79,81.81,2437.97,Lua mi,0.0,0.0,5.080000000000002,0.0
2007,Ba Ria-Vung Tau,26.83,29.87,24.79,81.81,2437.97,Lua mua,41.9,12.6,5.080000000000002,3.325132925958257
2007,Ba Ria-Vung Tau,26.83,29.87,24.79,81.81,2437.97,Ngo,80.3,19.3,5.080000000000002,4.160406196570126
2007,Ba Ria-Vung Tau,26.83,29.87,24.79,81.81,2437.97,San,152.9,7.0,5.080000000000002,21.8397371804028
2008,Ba Ria-Vung Tau,26.65,29.74,24.59,82.58,2188.16,Khoai,0.8,0.2,5.149999999999999,3.9800995024875623
2008,Ba Ria-Vung Tau,26.65,29.74,24.59,82.58,2188.16,Lua dong xuan,21.4,5.0,5.149999999999999,4.2791441711657665
2008,Ba Ria-Vung Tau,26.65,29.74,24.59,82.58,2188.16,Lua he thu,22.4,6.6,5.149999999999999,3.393425238600212
2008,Ba Ria-Vung Tau,26.65,29.74,24.59,82.58,2188.16,Lua mi,0.0,0.0,5.149999999999999,0.0
2008,Ba Ria-Vung Tau,26.65,29.74,24.59,82.58,2188.16,Lua mua,41.7,12.5,5.149999999999999,3.335733141348692
2008,Ba Ria-Vung Tau,26.65,29.74,24.59,82.58,2188.16,Ngo,80.3,18.9,5.149999999999999,4.248452462832654
2008,Ba Ria-Vung Tau,26.65,29.74,24.59,82.58,2188.16,San,187.2,8.1,5.149999999999999,23.10825823972349
2009,Ba Ria-Vung Tau,26.9,30.0,24.82,82.5,2033.53,Khoai,0.4,0.1,5.18,3.9603960396039604
2009,Ba Ria-Vung Tau,26.9,30.0,24.82,82.5,2033.53,Lua dong xuan,24.2,5.2,5.18,4.652951355508556
2009,Ba Ria-Vung Tau,26.9,30.0,24.82,82.5,2033.53,Lua he thu,27.2,7.7,5.18,3.532008830022075
2009,Ba Ria-Vung Tau,26.9,30.0,24.82,82.5,2033.53,Lua mi,0.0,7.11e-15,5.18,0.0
2009,Ba Ria-Vung Tau,26.9,30.0,24.82,82.5,2033.53,Lua mua,43.9,11.8,5.18,3.7200237268028133
2009,Ba Ria-Vung Tau,26.9,30.0,24.82,82.5,2033.53,Ngo,81.0,18.9,5.18,4.285487540341781
2009,Ba Ria-Vung Tau,26.9,30.0,24.82,82.5,2033.53,San,194.9,8.3,5.18,23.479098903746536
2010,Ba Ria-Vung Tau,27.31,30.29,25.3,81.56,2179.31,Khoai,0.5,0.1,4.989999999999998,4.9504950495049505
2010,Ba Ria-Vung Tau,27.31,30.29,25.3,81.56,2179.31,Lua dong xuan,25.9,5.4,4.989999999999998,4.79540825773005
2010,Ba Ria-Vung Tau,27.31,30.29,25.3,81.56,2179.31,Lua he thu,18.3,5.4,4.989999999999998,3.3882614330679504
2010,Ba Ria-Vung Tau,27.31,30.29,25.3,81.56,2179.31,Lua mi,0.0,0.0,4.989999999999998,0.0
2010,Ba Ria-Vung Tau,27.31,30.29,25.3,81.56,2179.31,Lua mua,40.3,11.6,4.989999999999998,3.473838462201534
2010,Ba Ria-Vung Tau,27.31,30.29,25.3,81.56,2179.31,Ngo,77.6,18.1,4.989999999999998,4.287055963758909
2010,Ba Ria-Vung Tau,27.31,30.29,25.3,81.56,2179.31,San,212.5,9.2,4.989999999999998,23.095315726551462
2011,Ba Ria-Vung Tau,26.73,29.74,24.69,82.17,2077.17,Khoai,0.6,0.2,5.049999999999997,2.985074626865672
2011,Ba Ria-Vung Tau,26.73,29.74,24.69,82.17,2077.17,Lua dong xuan,26.0,5.4,5.049999999999997,4.8139233475282355
2011,Ba Ria-Vung Tau,26.73,29.74,24.69,82.17,2077.17,Lua he thu,29.6,7.4,5.049999999999997,3.999459532495609
2011,Ba Ria-Vung Tau,26.73,29.74,24.69,82.17,2077.17,Lua mi,0.0,0.0,5.049999999999997,0.0
2011,Ba Ria-Vung Tau,26.73,29.74,24.69,82.17,2077.17,Lua mua,39.8,10.9,5.049999999999997,3.651041188881754
2011,Ba Ria-Vung Tau,26.73,29.74,24.69,82.17,2077.17,Ngo,75.1,17.2,5.049999999999997,4.366025231091216
2011,Ba Ria-Vung Tau,26.73,29.74,24.69,82.17,2077.17,San,388.9,9.6,5.049999999999997,40.50619727111759
2012,Ba Ria-Vung Tau,27.11,30.14,25.14,82.25,2243.02,Khoai,0.6,0.1,5.0,5.9405940594059405
2012,Ba Ria-Vung Tau,27.11,30.14,25.14,82.25,2243.02,Lua dong xuan,27.8,5.4,5.0,5.147194963895575
2012,Ba Ria-Vung Tau,27.11,30.14,25.14,82.25,2243.02,Lua he thu,32.0,7.8,5.0,4.10203820023074
2012,Ba Ria-Vung Tau,27.11,30.14,25.14,82.25,2243.02,Lua mi,0.0,0.0,5.0,0.0
2012,Ba Ria-Vung Tau,27.11,30.14,25.14,82.25,2243.02,Lua mua,39.9,10.9,5.0,3.6602146592055775
2012,Ba Ria-Vung Tau,27.11,30.14,25.14,82.25,2243.02,Ngo,68.6,16.2,5.0,4.234306524288624
2012,Ba Ria-Vung Tau,27.11,30.14,25.14,82.25,2243.02,San,212.0,8.3,5.0,25.539091675701723
2013,Ba Ria-Vung Tau,27.19,30.11,25.26,81.38,2128.57,Khoai,0.6,0.1,4.849999999999998,5.9405940594059405
2013,Ba Ria-Vung Tau,27.19,30.11,25.26,81.38,2128.57,Lua dong xuan,27.5,5.4,4.849999999999998,5.091649694501018
2013,Ba Ria-Vung Tau,27.19,30.11,25.26,81.38,2128.57,Lua he thu,31.5,7.7,4.849999999999998,4.090377873003506
2013,Ba Ria-Vung Tau,27.19,30.11,25.26,81.38,2128.57,Lua mi,0.0,0.0,4.849999999999998,0.0
2013,Ba Ria-Vung Tau,27.19,30.11,25.26,81.38,2128.57,Lua mua,40.1,10.4,4.849999999999998,3.855398519373137
2013,Ba Ria-Vung Tau,27.19,30.11,25.26,81.38,2128.57,Ngo,71.7,15.9,4.849999999999998,4.50915036790139
2013,Ba Ria-Vung Tau,27.19,30.11,25.26,81.38,2128.57,San,205.6,7.9,4.849999999999998,26.022022528793823
2014,Ba Ria-Vung Tau,27.07,30.09,25.01,81.06,2003.53,Khoai,0.5,0.1,5.079999999999998,4.9504950495049505
2014,Ba Ria-Vung Tau,27.07,30.09,25.01,81.06,2003.53,Lua dong xuan,29.3,5.4,5.079999999999998,5.424921310868358
2014,Ba Ria-Vung Tau,27.07,30.09,25.01,81.06,2003.53,Lua he thu,32.9,7.8,5.079999999999998,4.217408024612229
2014,Ba Ria-Vung Tau,27.07,30.09,25.01,81.06,2003.53,Lua mi,0.0,0.0,5.079999999999998,0.0
2014,Ba Ria-Vung Tau,27.07,30.09,25.01,81.06,2003.53,Lua mua,43.4,10.3,5.079999999999998,4.213183186098437
2014,Ba Ria-Vung Tau,27.07,30.09,25.01,81.06,2003.53,Ngo,72.6,15.9,5.079999999999998,4.56575058172442
2014,Ba Ria-Vung Tau,27.07,30.09,25.01,81.06,2003.53,San,208.5,8.2,5.079999999999998,25.423728813559322
2015,Ba Ria-Vung Tau,27.36,30.47,25.25,79.84,1611.61,Khoai,1.2,0.3,5.219999999999999,3.9867109634551494
2015,Ba Ria-Vung Tau,27.36,30.47,25.25,79.84,1611.61,Lua dong xuan,35.1,6.1,5.219999999999999,5.753155220455663
2015,Ba Ria-Vung Tau,27.36,30.47,25.25,79.84,1611.61,Lua he thu,36.4,8.2,5.219999999999999,4.438483111815632
2015,Ba Ria-Vung Tau,27.36,30.47,25.25,79.84,1611.61,Lua mi,0.0,0.1,5.219999999999999,0.0
2015,Ba Ria-Vung Tau,27.36,30.47,25.25,79.84,1611.61,Lua mua,44.5,10.2,5.219999999999999,4.362317419860798
2015,Ba Ria-Vung Tau,27.36,30.47,25.25,79.84,1611.61,Ngo,71.8,15.4,5.219999999999999,4.662034932796572
2015,Ba Ria-Vung Tau,27.36,30.47,25.25,79.84,1611.61,San,218.7,8.6,5.219999999999999,25.42727589815138
2016,Ba Ria-Vung Tau,27.53,30.51,25.63,81.68,2137.74,Khoai,1.0,0.3,4.880000000000003,3.3222591362126246
2016,Ba Ria-Vung Tau,27.53,30.51,25.63,81.68,2137.74,Lua dong xuan,37.4,6.5,4.880000000000003,5.752961082910321
2016,Ba Ria-Vung Tau,27.53,30.51,25.63,81.68,2137.74,Lua he thu,37.8,8.4,4.880000000000003,4.499464349482205
2016,Ba Ria-Vung Tau,27.53,30.51,25.63,81.68,2137.74,Lua mi,0.0,0.0,4.880000000000003,0.0
2016,Ba Ria-Vung Tau,27.53,30.51,25.63,81.68,2137.74,Lua mua,45.5,10.2,4.880000000000003,4.46034702480149
2016,Ba Ria-Vung Tau,27.53,30.51,25.63,81.68,2137.74,Ngo,68.1,14.4,4.880000000000003,4.7288382751197835
2016,Ba Ria-Vung Tau,27.53,30.51,25.63,81.68,2137.74,San,215.0,8.7,4.880000000000003,24.709803470865417
2017,Ba Ria-Vung Tau,27.41,30.43,25.41,82.13,2271.77,Khoai,0.7,0.2,5.02,3.482587064676617
2017,Ba Ria-Vung Tau,27.41,30.43,25.41,82.13,2271.77,Lua dong xuan,40.3,6.7,5.02,6.014027757051187
2017,Ba Ria-Vung Tau,27.41,30.43,25.41,82.13,2271.77,Lua he thu,39.2,8.6,5.02,4.557609580281363
2017,Ba Ria-Vung Tau,27.41,30.43,25.41,82.13,2271.77,Lua mi,2.84e-14,0.0,5.02,2.84e-11
2017,Ba Ria-Vung Tau,27.41,30.43,25.41,82.13,2271.77,Lua mua,42.6,9.5,5.02,4.483738553836439
2017,Ba Ria-Vung Tau,27.41,30.43,25.41,82.13,2271.77,Ngo,63.8,13.7,5.02,4.656594409167214
2017,Ba Ria-Vung Tau,27.41,30.43,25.41,82.13,2271.77,San,211.3,8.5,5.02,24.855899305964005
2018,Ba Ria-Vung Tau,27.37,30.41,25.41,81.11,2175.52,Khoai,1.3,293.0,5.0,0.004436844925443941
2018,Ba Ria-Vung Tau,27.37,30.41,25.41,81.11,2175.52,Lua dong xuan,41.5,7.0,5.0,5.92772461076989
2018,Ba Ria-Vung Tau,27.37,30.41,25.41,81.11,2175.52,Lua he thu,42.6,8.6,5.0,4.952912452040461
2018,Ba Ria-Vung Tau,27.37,30.41,25.41,81.11,2175.52,Lua mi,0.0,0.0,5.0,0.0
2018,Ba Ria-Vung Tau,27.37,30.41,25.41,81.11,2175.52,Lua mua,45.7,9.4,5.0,4.861184980321243
2018,Ba Ria-Vung Tau,27.37,30.41,25.41,81.11,2175.52,Ngo,70.2,13.5,5.0,5.199614843344937
2018,Ba Ria-Vung Tau,27.37,30.41,25.41,81.11,2175.52,San,175.8,7.2,5.0,24.41327593389807
2019,Ba Ria-Vung Tau,27.55,30.54,25.48,80.2,1593.98,Khoai,1.3,293.0,5.059999999999999,0.004436844925443941
2019,Ba Ria-Vung Tau,27.55,30.54,25.48,80.2,1593.98,Lua dong xuan,43.5,7.1,5.059999999999999,6.1258977608787495
2019,Ba Ria-Vung Tau,27.55,30.54,25.48,80.2,1593.98,Lua he thu,42.3,8.2,5.059999999999999,5.157907572247287
2019,Ba Ria-Vung Tau,27.55,30.54,25.48,80.2,1593.98,Lua mi,0.0,0.1,5.059999999999999,0.0
2019,Ba Ria-Vung Tau,27.55,30.54,25.48,80.2,1593.98,Lua mua,50.4,9.2,5.059999999999999,5.477665471144441
2019,Ba Ria-Vung Tau,27.55,30.54,25.48,80.2,1593.98,Ngo,70.6,13.6,5.059999999999999,5.1907947945004045
2019,Ba Ria-Vung Tau,27.55,30.54,25.48,80.2,1593.98,San,185.4,7.5,5.059999999999999,24.71670443940808
2020,Ba Ria-Vung Tau,27.52,30.55,25.47,80.66,1912.31,Khoai,0.1,22.0,5.080000000000002,0.004545247943275306
2020,Ba Ria-Vung Tau,27.52,30.55,25.47,80.66,1912.31,Lua dong xuan,43.6,7.1,5.080000000000002,6.139980284466977
2020,Ba Ria-Vung Tau,27.52,30.55,25.47,80.66,1912.31,Lua he thu,42.6,8.2,5.080000000000002,5.194488477014998
2020,Ba Ria-Vung Tau,27.52,30.55,25.47,80.66,1912.31,Lua mi,0.0,7.11e-15,5.080000000000002,0.0
2020,Ba Ria-Vung Tau,27.52,30.55,25.47,80.66,1912.31,Lua mua,44.8,9.1,5.080000000000002,4.922535985056587
2020,Ba Ria-Vung Tau,27.52,30.55,25.47,80.66,1912.31,Ngo,73.2,13.2,5.080000000000002,5.545034467085827
2020,Ba Ria-Vung Tau,27.52,30.55,25.47,80.66,1912.31,San,186.9,7.2,5.080000000000002,25.954728509929176
2021,Ba Ria-Vung Tau,27.06,30.02,25.07,81.7,2111.73,Khoai,0.4,91.0,4.949999999999999,0.004395556092790189
2021,Ba Ria-Vung Tau,27.06,30.02,25.07,81.7,2111.73,Lua dong xuan,44.8,6.9,4.949999999999999,6.491812780756412
2021,Ba Ria-Vung Tau,27.06,30.02,25.07,81.7,2111.73,Lua he thu,44.4,8.2,4.949999999999999,5.4139739056212655
2021,Ba Ria-Vung Tau,27.06,30.02,25.07,81.7,2111.73,Lua mi,0.0,0.0,4.949999999999999,0.0
2021,Ba Ria-Vung Tau,27.06,30.02,25.07,81.7,2111.73,Lua mua,50.2,8.9,4.949999999999999,5.639815751039209
2021,Ba Ria-Vung Tau,27.06,30.02,25.07,81.7,2111.73,Ngo,59.1,10.0,4.949999999999999,5.909409059094091
2021,Ba Ria-Vung Tau,27.06,30.02,25.07,81.7,2111.73,San,188.1,7.1,4.949999999999999,26.489226869455006
2022,Ba Ria-Vung Tau,27.24,30.19,25.24,81.57,2243.6,Khoai,0.2,39.7,4.950000000000003,0.005037656482204478
2022,Ba Ria-Vung Tau,27.24,30.19,25.24,81.57,2243.6,Lua dong xuan,48.8,7.2,4.950000000000003,6.7768365504791
2022,Ba Ria-Vung Tau,27.24,30.19,25.24,81.57,2243.6,Lua he thu,48.2,8.3,4.950000000000003,5.806529333815203
2022,Ba Ria-Vung Tau,27.24,30.19,25.24,81.57,2243.6,Lua mi,0.0,0.0,4.950000000000003,0.0
2022,Ba Ria-Vung Tau,27.24,30.19,25.24,81.57,2243.6,Lua mua,42.0,7.6,4.950000000000003,5.525588738323905
2022,Ba Ria-Vung Tau,27.24,30.19,25.24,81.57,2243.6,Ngo,45.9,7.4,4.950000000000003,6.20186461289015
2022,Ba Ria-Vung Tau,27.24,30.19,25.24,81.57,2243.6,San,149.0,5.4,4.950000000000003,27.587483799296425
2023,Ba Ria-Vung Tau,27.33,30.22,25.32,82.71,2030.31,Khoai,0.2,45.3,4.899999999999999,0.004414913578066709
2023,Ba Ria-Vung Tau,27.33,30.22,25.32,82.71,2030.31,Lua dong xuan,48.0,7.0,4.899999999999999,6.856163405227824
2023,Ba Ria-Vung Tau,27.33,30.22,25.32,82.71,2030.31,Lua he thu,48.3,8.2,4.899999999999999,5.889525667601512
2023,Ba Ria-Vung Tau,27.33,30.22,25.32,82.71,2030.31,Lua mi,0.0,0.0,4.899999999999999,0.0
2023,Ba Ria-Vung Tau,27.33,30.22,25.32,82.71,2030.31,Lua mua,53.0,8.5,4.899999999999999,6.234560639924715
2023,Ba Ria-Vung Tau,27.33,30.22,25.32,82.71,2030.31,Ngo,40.6,7.0,4.899999999999999,5.799171546921868
2023,Ba Ria-Vung Tau,27.33,30.22,25.32,82.71,2030.31,San,134.4,5.4,4.899999999999999,24.88428068876134
2024,Ba Ria-Vung Tau,27.87,30.77,25.87,81.12,2027.37,Khoai,0.2,43.4,4.899999999999999,0.004608188751411258
2024,Ba Ria-Vung Tau,27.87,30.77,25.87,81.12,2027.37,Lua dong xuan,47.2,7.1,4.899999999999999,6.646951133643149
2024,Ba Ria-Vung Tau,27.87,30.77,25.87,81.12,2027.37,Lua he thu,48.9,8.1,4.899999999999999,6.036291815825207
2024,Ba Ria-Vung Tau,27.87,30.77,25.87,81.12,2027.37,Lua mi,0.0,3.55e-15,4.899999999999999,0.0
2024,Ba Ria-Vung Tau,27.87,30.77,25.87,81.12,2027.37,Lua mua,54.3,8.5,4.899999999999999,6.387483825432302
2024,Ba Ria-Vung Tau,27.87,30.77,25.87,81.12,2027.37,Ngo,35.9,6.1,4.899999999999999,5.884281265366333
2024,Ba Ria-Vung Tau,27.87,30.77,25.87,81.12,2027.37,San,130.3,5.4,4.899999999999999,24.125162007035737
1995,Bac Can,20.87,24.22,18.08,82.72,2366.29,Khoai,0.8,0.3,6.140000000000001,2.6578073089700998
1995,Bac Can,20.87,24.22,18.08,82.72,2366.29,Lua dong xuan,10.3,3.6,6.140000000000001,2.8603165787281313
1995,Bac Can,20.87,24.22,18.08,82.72,2366.29,Lua mi,0.0,0.0,6.140000000000001,0.0
1995,Bac Can,20.87,24.22,18.08,82.72,2366.29,Lua mua,40.5,14.5,6.140000000000001,2.7929108337356046
1995,Bac Can,20.87,24.22,18.08,82.72,2366.29,Ngo,5.1,3.3,6.140000000000001,1.5449863677673432
1995,Bac Can,20.87,24.22,18.08,82.72,2366.29,San,14.6,1.5,6.140000000000001,9.726848767488342
1996,Bac Can,20.7,24.38,17.7,82.14,2239.0,Khoai,0.7,0.2,6.68,3.482587064676617
1996,Bac Can,20.7,24.38,17.7,82.14,2239.0,Lua dong xuan,11.6,3.5,6.68,3.313339045986861
1996,Bac Can,20.7,24.38,17.7,82.14,2239.0,Lua mi,0.0,0.0,6.68,0.0
1996,Bac Can,20.7,24.38,17.7,82.14,2239.0,Lua mua,42.3,14.3,6.68,2.9578351164254246
1996,Bac Can,20.7,24.38,17.7,82.14,2239.0,Ngo,9.3,4.6,6.68,2.021299717452728
1996,Bac Can,20.7,24.38,17.7,82.14,2239.0,San,10.1,1.5,6.68,6.7288474350433045
1997,Bac Can,21.27,24.6,18.62,84.57,2485.11,Khoai,0.9,0.3,5.98,2.990033222591362
1997,Bac Can,21.27,24.6,18.62,84.57,2485.11,Lua dong xuan,12.8,4.0,5.98,3.1992001999500124
1997,Bac Can,21.27,24.6,18.62,84.57,2485.11,Lua mi,0.0,0.0,5.98,0.0
1997,Bac Can,21.27,24.6,18.62,84.57,2485.11,Lua mua,47.3,14.2,5.98,3.3307513555383426
1997,Bac Can,21.27,24.6,18.62,84.57,2485.11,Ngo,14.9,6.4,5.98,2.3277612872988596
1997,Bac Can,21.27,24.6,18.62,84.57,2485.11,San,18.7,1.9,5.98,9.836927932667017
1998,Bac Can,21.85,25.63,18.75,82.6,1937.36,Khoai,2.2,0.5,6.879999999999999,4.391217564870259
1998,Bac Can,21.85,25.63,18.75,82.6,1937.36,Lua dong xuan,15.5,4.3,6.879999999999999,3.6038130667286676
1998,Bac Can,21.85,25.63,18.75,82.6,1937.36,Lua mi,0.0,0.0,6.879999999999999,0.0
1998,Bac Can,21.85,25.63,18.75,82.6,1937.36,Lua mua,45.4,13.8,6.879999999999999,3.2896166944424317
1998,Bac Can,21.85,25.63,18.75,82.6,1937.36,Ngo,16.1,6.4,6.879999999999999,2.5152319950007813
